Country,adaptation_doc,name,subsector_name,title
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"AFOLU, Lagoons and Wetlands: “Training and qualification for local administration and communities living within protected areas on climate change impacts.” (p. 73-74) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"AFOLU, Forestry: “Support the capacities of the National Forestry Agency and the municipalities on including forests in the development plans, and climate change adaptations of forests.” (p. 71) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"AFOLU, Forestry: “Improve capacities on monitoring of forest health” (p. 71) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"AFOLU, Pastures and Meadows: “Strengthen capacities of Forestry and pasture units in the Local Authority level on evaluation pasture resources, as preparedness for risk assessment” (p. 72) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"AFOLU, Forestry: “Improve capacities in all forest management aspects” (p. 71) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"AFOLU, Forestry: “Capacity building on forest fire protection and management” (p. 71) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"AFOLU, Agriculture Crops: “Raising the awareness of farmers, and agricultural specialists, on the risk posed by climate change in agriculture, as well as necessary measures to adapt to these climate changes” (p. 69) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"AFOLU, Aquaculture and Fisheries: “Development of fishery sectoral climate change adaptation plans integrated to the supporting sectors (water, energy and agriculture) and development of risk management plans” (p. 74) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"Settlements, populations and tourism in the Albanian coast: “Development of risk management plans” (p. 66) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"Settlements, populations and tourism in the Albanian coast: “Monitor vulnerability (conduct vulnerability assessments and develop risk maps, at the territorial and sectoral levels (including infrastructure))” (p. 67) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"Settlements, populations and tourism in the Albanian coast: “Climate proofing telecommunications infrastructure” (p. 68) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"Settlements, populations and tourism in the Albanian coast: “Displacement and relocation of high-risk infrastructure (particularly residential and social infrastructure) in safer territories” (p. 68) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"AFOLU, Lagoons and Wetlands: “Development of risk management plans especially on Flood Prevention.” (p. 73) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"AFOLU, Aquaculture and Fisheries: “Reducing exposure to risks at sea, such as storms and winds, can include training and provision of safety gear or GPS devices (it mainly includes lakes and marine fisheries).” (p. 75) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"AFOLU, Livestock: “Increase institutional capacity, to monitor climate indicators, livestock data, regarding the number, level of production in different seasons for respective AEZ” (p. 70) "
Albania,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"AFOLU, Livestock: “Establishing of a weather alert system to enable livestock farmers to protect animals. Improve the capacities of livestock farmers and herders to understand and cope with risk posed by climate change in livestock.” (p. 70) "
Albania,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster preparedness,"Settlements, populations and tourism in the Albanian coast: “Fiscal preparation, including an emergency fund for disaster risk response, recovery and reconstruction” (p. 66) "
Albania,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"Settlements, populations and tourism in the Albanian coast: “Fiscal preparation, including an emergency fund for disaster risk response, recovery and reconstruction” (p. 66) "
Albania,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,Strengthening capacity of civil defence/emergency units to respond to extreme weather events (e.g. medical assistance during summertime)” (p. 68) 
Albania,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"Settlements, populations and tourism in the Albanian coast: “Developing insurance schemes and social protection systems for climate change-related disasters” (p. 66) "
Albania,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,"Settlements, populations and tourism in the Albanian coast: “Ensure effective communication of monitoring information to relevant sectoral and territorial actors, including through the development of end-to-end, people-centred and multi-hazard early warning (MHEW), including on floods” (p. 67) "
Albania,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,"AFOLU, Lagoons and Wetlands: “Establishing the early warning system to prevent floods and fires with impact on sensitive areas/habitats” (p. 73) "
Albania,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"Settlements, populations and tourism in the Albanian coast: “Mobilization of financial resources for climate change adaptation (DR preparedness, including for relocation) / Explore and find the means of accessing Albania’s public budget for financing NAP implementation” (p. 66) "
Albania,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"Settlements, populations and tourism in the Albanian coast: “Establishment of incentives and subsidies for climate smart practices (e.g. climate proofing buildings, energy efficient technologies)” (p. 66) "
